data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7030743,152,CHI3569,3569,"31 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile); Health Workers (Chile)",6,,,0,60,"South America",Chile,Valparaiso,"San Antonio","San Antonio","San Antonio",-33.5947,-71.6075,1,"Lider San Antonio",Subnational,"On 31 March 2020, in San Antonio, Valparaiso region, workers of a local hospital protested against the reduction of their salaries. The group staged a protest in front of the hospital facilities. The hospital administration claimed the payment is deferred due to the economic impact of the coronavirus pandemic. [size=no report]",0,1586210135,CHL
7067048,152,CHI3570,3570,"31 March 2020",2020,2,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Biobio,Concepcion,Talcahuano,Talcahuano,-36.7249,-73.1168,1,"La Estrella Concepcion",Subnational,"As reported on 31 March 2020, in Talcahuano, Biobio region, a group of 6 citizens demonstrated against the government in the commemoration of the day of the young combatant. The built and set on fire a barricade across the road. Police arrested 3 people. [size=6]",0,1587491663,CHL
7030536,152,CHI3563,3563,"30 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Prisoners (Chile)",6,,,0,60,"South America",Chile,Araucania,Cautin,"Nueva Imperial","Nueva Imperial",-38.7483,-72.9478,1,"Biobio Chile",National,"On 30 March 2020, in Nueva Imperial, Araucania region, a group of 28 prisoners protested over the lack of security measures taken by the jail administration to prevent the spread of coronavirus among the prisoners. The group also announced the beginning of a hunger strike. [size=28]",0,1586210134,CHL
7030539,152,CHI3565,3565,"30 March 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Metropolitana,Talagante,Talagante,Talagante,-33.6625,-70.9253,1,"Biobio Chile",National,"As reported on 30 March 2020, in Talagante, Metropolitan region, bus drivers protested over the lack of security measures taken by the company to prevent spread of coronavirus among the drivers. The group stopped all transport activities, and demanded the disinfection of the buses, affecting at least 5 district of the Metropolitan area. [size=no report]",0,1586210134,CHL
7067210,152,CHI3562,3562,"30 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,"Mercurio Antofagasta",Subnational,"On 30 March 2020, in Antofagasta, Antofagasta region, bus drivers protested over the lack of security measures taken by the company to prevent the spread of coronavirus among the drivers. The group staged a demonstration in the city and called for the support of the national government to cover the reduction of income among bus drivers. [size=no report]",0,1587491664,CHL
7818051,152,CHI3564,3564,"30 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Metropolitana,Santiago,,Santiago,-33.4569,-70.6483,1,"La Nacion (Chile)",National,"On 30 March 2020, in Santiago, Metropolitan region, a group of workers of the Metro system protested over the lack of security measures taken by the company to prevent the spread of coronavirus among the employees. The group protested inside a metro station in Santiago-La Moneda. [size=no report]",0,1618442048,CHL
8596310,152,CHI3566,3566,"30 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Prisoners (Chile)",6,,,0,60,"South America",Chile,"Los Rios",Valdivia,Valdivia,Valdivia,-39.8142,-73.2459,1,"El Austral Valdivia",Subnational,"On 30 March 2020, in Valdivia, Los Rios region, a group of 27 prisoners protested over the delays in their legal processes. The group demands expedited jury trials considering the high risk of coronavirus contagion in local jails. The group also announced the beginning of a hunger strike. [size=27]",0,1634574974,CHL
7030513,152,CHI3558,3558,"29 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,Metropolitana,Melipilla,Melipilla,Melipilla,-33.6891,-71.2153,1,"24 Horas (Chile)",National,"On 29 March 2020, in Melipilla, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The group built and set on fire across the freeway. [size=no report]",0,1586210134,CHL
7030516,152,CHI3560,3560,"29 March 2020",2020,1,Riots,"Mob violence","Rioters (Chile)","Prisoners (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Cordillera,"Puente Alto","Puente Alto",-33.6183,-70.5899,1,"24 Horas (Chile)",National,"On 29 March 2020, in Puente Alto, Metropolitan region a group of prisoners started a riot inside the local jail. The inmates set on fire several objects. The group clashed with guards that used tear gas. The reason behind the riot was a suspected case of coronavirus in one of the prisoners. Meanwhile, outside the facilities some families of prisoners also clashed against security forces. 26 people were reported injured. [size=at least 26]",0,1586210134,CHL
7030571,152,CHI3561,3561,"29 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Maipo,"San Bernardo","San Bernardo",-33.5922,-70.6996,1,"El Mercurio (Chile)",National,"On 29 March 2020, in San Bernardo, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The group set on fire barricades and attacked the police station, reportedly with weapons. [size=no report]",0,1586210134,CHL
7555014,152,CHI3557,3557,"29 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,Huechuraba,"Santiago - Huechuraba",-33.3742,-70.6361,1,"24 Horas (Chile)",National,"On 29 March 2020, in Huechuraba, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The group clashed with police forces when some demonstrators vandalized the police stations. Barricades were built and set on fire across the streets. [size=no report]",0,1611096800,CHL
7555061,152,CHI3556,3556,"29 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)","Civilians (Chile); Labour Group (Chile); Government of Chile (2018-)",1,15,"South America",Chile,Metropolitana,Santiago,"Estacion Central","Santiago - Estacion Central",-33.4546,-70.6823,1,"24 Horas (Chile)",National,"On 29 March 2020, in Estacion Central, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The group staged a march and cultural event. A group of demonstrators clashed with police forces and set on fire a bus of public transport. Two police officers were reported injured, one of them reportedly by a gunshot. [size=no report]",0,1611096800,CHL
7558915,152,CHI3559,3559,"29 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,Metropolitana,Santiago,Penalolen,"Santiago - Penalolen",-33.4684,-70.5341,1,"La Nacion (Chile)",National,"On 29 March 2020, in Penalolen, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The were reports of violence by demonstrators, but not specific episode was mentioned [size=no report]",0,1611096808,CHL
7004699,152,CHI3554,3554,"27 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,"Biobio Chile",National,"On 27 March 2020, in Valparaiso, Valparaiso region, more than 100 taxi drivers protested against the government. The group considers the economic measures taken by the government to mitigate the economic crisis caused by the coronavirus pandemic are insufficient and demanded for more protection for independent workers. [size=more than 100]",0,1585604313,CHL
7498615,152,CHI3552,3552,"27 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,1,"La Estrella de Iquique",Subnational,"On 27 March 2020, Iquique, Tarapaca region, a group of residents of a fishing area protested over the lack of measures to prevent the spread of the coronavirus. Inhabitants claimed that companies operating in the area bring over 40 workers a day from other regions. The group demands restrict the access of non-residents and the closure of all companies not associated with essential goods. [size=no report]",0,1611003165,CHL
7004700,152,CHI3548,3548,"26 March 2020",2020,1,Riots,"Mob violence","Rioters (Chile)","Prisoners (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Antofagasta,"El Loa",Calama,Calama,-22.4567,-68.9237,1,"Biobio Chile",National,"On 26 March 2020, in Calama, Antofagasta region, a group of nearly 50 prisoners started a riot inside the local jail. The inmates set on fire several objects. The group clashed with guards. The reason behind the riot was not reported. [size=nearly 50]",0,1585604313,CHL
7004915,152,CHI3546,3546,"26 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,"La Estrella de Antofagasta",Subnational,"On 26 March 2020, in Antofagasta, Antofagasta region, bus drivers protested over the lack of measures to prevent the spread of the coronavirus. The group blocked the road for several hours to demand the implementation of a national quarantine and the lockdown of the district. [size=no report]",0,1585604314,CHL
7066983,152,CHI3547,3547,"26 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile); Government of Chile (2018-)",6,,,0,60,"South America",Chile,"Arica y Parinacota",Arica,Arica,Arica,-18.4746,-70.2979,2,"La Estrella Arica",Subnational,"On 26 March 2020, in route 11CH near Arica, Arica y Parinacota region, a group of citizens, including the mayor of the city, protested over the lack of measures to prevent the spread of the coronavirus. The group blocked the road for several hours to demand the implementation of a national quarantine. [size=no report]",0,1587491663,CHL
7067125,152,CHI3549,3549,"26 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Biobio,Concepcion,Concepcion,Concepcion,-36.827,-73.0498,1,"La Estrella Concepcion",Subnational,"On 26 March 2020, in Concepcion, Biobio region, bus drivers protested over the lack of security measures taken by the companies to prevent the spread of coronavirus between the drivers. The group drove in a caravan until the city center to demand the disinfection of the buses. [size=no report]",0,1587491664,CHL
7498791,152,CHI3545,3545,"26 March 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,"La Estrella del Loa",Subnational,"As reported on 26 March 2020, Antofagasta, Antofagasta region, a group of sanitation workers protested over the lack of equipment and security measures to prevent the spread of the coronavirus between the workers. The group gathered in front of the local hospital to demand improvements in the security equipment. [size=no report]",0,1611003165,CHL
8596311,152,CHI3551,3551,"26 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,"El Austral Temuco",Subnational,"On 26 March 2020, Temuco, Araucania region, a group of construction workers demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the closure of all companies not associated with essential goods. [size=no report]",0,1634574974,CHL
7004671,152,CHI3542,3542,"25 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Civilians (Chile)","Labour Group (Chile); Government of Chile (2018-)",7,57,"South America",Chile,"Los Rios",Valdivia,Corral,Corral,-39.8887,-73.4312,1,"El Austral Valdivia; Biobio Chile",Subnational-National,"On 25 March 2020, in Corral, Los Rios region, a group of citizens demonstrated over a maritime accident in the district. Family and friends of the victims blamed the port authorities alluding to delays in the rescue mission. Some of the demonstrators vandalized the building. [size=no report]",0,1585604313,CHL
7066371,152,CHI3541,3541,"25 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Biobio,Concepcion,Coronel,Coronel,-37.0343,-73.1383,1,"Biobio Chile",Subnational,"On 25 March 2020, in Coronel, Biobio region, nearly 50 bus drivers protested over the lack of security measures taken by the company to prevent spread of coronavirus between the drivers. The group stopped all transport activities and blocked the road to demand the disinfection of the buses. [size=nearly 50]",0,1587491658,CHL
7066781,152,CHI3540,3540,"25 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,"Los Lagos",Chiloe,Ancud,Chacao,-41.8277,-73.5252,1,"El Llanquihue",Subnational,"On 25 March 2020, Chacao, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the port access for several hours. Demonstrators attacked a police officer with rocks. They reported that the officer was photographing people in the demonstration. [size=no report]",0,1587491661,CHL
7498616,152,CHI3543,3543,"25 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,1,"La Estrella de Iquique",Subnational,"On 25 March 2020, Iquique, Tarapaca region, a group of workers demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the closure of all companies not associated with essential goods. [size=no report]",0,1611003165,CHL
8596312,152,CHI3544,3544,"25 March 2020",2020,1,Protests,"Protest with intervention","Protesters (Chile)","Labour Group (Chile)",6,"Police Forces of Chile (2018-)",,1,16,"South America",Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,"El Austral Temuco",Subnational,"On 25 March 2020, Temuco, Araucania region, a group of construction workers demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the closure of all companies not associated with essential goods. The group was dispersed by Forces of Chile. [size=no report]",0,1634574974,CHL
7004691,152,CHI3537,3537,"24 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,"Los Lagos",Chiloe,Quellon,Quellon,-43.117,-73.6147,1,"Biobio Chile",National,"On 24 March 2020, Quellon, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1585604313,CHL
7004696,152,CHI3533,3533,"24 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,"Los Lagos",Chiloe,Castro,Castro,-42.4801,-73.763,1,"Biobio Chile",National,"On 24 March 2020, Castro, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1585604313,CHL
7004730,152,CHI3538,3538,"24 March 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Maule,Talca,Talca,Talca,-35.4264,-71.6554,1,"El Centro",Subnational,"As reported on 24 March 2020, in Talca, Maule region, bus drivers protested over the lack of security measures taken by the company to prevent spread of coronavirus between the drivers. The group stopped all transport activities and demanded the disinfection of the buses. [size=no report]",0,1585604313,CHL
7004731,152,CHI3534,3534,"24 March 2020",2020,1,Protests,"Protest with intervention","Protesters (Chile)",,6,"Police Forces of Chile (2018-)",,1,16,"South America",Chile,Coquimbo,Elqui,"La Serena","La Serena",-29.9045,-71.2489,2,"El Centro",National,"On 24 March 2020, in the rural area of La Serena, Coquimbo region, a group of citizens blocked the streets to restrict the access of non-residents. The group demands the reinforcement of curfew measures in the break of the coronavirus pandemic. Police intervened and dispersed the group [size=no report]",0,1585604313,CHL
7004914,152,CHI3532,3532,"24 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,"La Estrella de Antofagasta",Subnational,"On 24 March 2020, Antofagasta, Antofagasta region, a group of taxi drivers protested over the lack of equipment and security measures to prevent the spread of the coronavirus between the workers. The group demands to be provisioned with gloves and other equipment to prevent transmission among drivers. [size=no report]",0,1585604314,CHL
7066372,152,CHI3539,3539,"24 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Biobio,Concepcion,Talcahuano,Talcahuano,-36.7249,-73.1168,1,"Biobio Chile",Subnational,"On 24 March 2020, Talcahuano, Biobio region, a group of construction workers demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the closure of all companies not associated with essential goods. [size=no report]",0,1587491658,CHL
7066740,152,CHI3531,3531,"24 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,"Los Lagos",Chiloe,Ancud,Ancud,-41.8676,-73.8279,1,"El Llanquihue",Subnational,"On 24 March 2020, Ancud, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1587491661,CHL
7066755,152,CHI3536,3536,"24 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,"Los Lagos",Chiloe,Ancud,Mutrico,-41.8665,-73.7657,1,"El Llanquihue",Subnational,"On 24 March 2020, Mutrico, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1587491661,CHL
7066768,152,CHI3535,3535,"24 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,"Los Lagos",Chiloe,Ancud,Manao,-41.884,-73.5289,1,"El Llanquihue",Subnational,"On 24 March 2020, Manao, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1587491661,CHL
7004692,152,CHI3529,3529,"23 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Los Rios",Valdivia,Mariquina,"San Jose de la Mariquina",-39.5364,-72.9657,1,"Biobio Chile",National,"On 23 March 2020, San Jose de la Mariquina, Los Rios region, a group of residents protested over the lack of measures to prevent the spread of the coronavirus. Inhabitants claimed that companies operating in the area bring several workers a day from other regions. The group demands to restrict the access of non-residents and the closure of all companies not associated with essential goods. The group blocked the main entrance to one of the factories for several hours. [size=no report]",0,1618503258,CHL
7004694,152,CHI3526,3526,"23 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,"Los Lagos",Chiloe,Castro,Castro,-42.4801,-73.763,1,"Biobio Chile",National,"On 23 March 2020, in Castro, Los Lagos region, nearly 30 bus drivers protested over the lack of security measures taken by the company to prevent the spread of coronavirus between the drivers. The group blocked the entrance to the bus terminal and demanded the disinfection of the buses and the bus terminal facilities. [size=nearly 30]",0,1585604313,CHL
7004697,152,CHI3530,3530,"23 March 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,"Biobio Chile",National,"As reported on 23 March 2020, in Valparaiso, Valparaiso region, bus drivers protested over the lack of security measures taken by the company to prevent the spread of coronavirus between the drivers. The group protested on the streets of the city and demanded the disinfection of the buses and the bus terminal facilities. [size=no report]",0,1585604313,CHL
7004932,152,CHI3528,3528,"23 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Valparaiso,"San Antonio","San Antonio","San Antonio",-33.5947,-71.6075,1,"Lider San Antonio",Subnational,"On 23 March 2020, San Antonio, Valparaiso region, a group of customs workers protested over the lack of equipment and security measures to prevent the spread of the coronavirus among the workers. The group gathered in front of the main entrance of the port l to demand improvements in the security equipment. [size=no report]",0,1585604314,CHL
7066294,152,CHI3527,3527,"23 March 2020",2020,1,Protests,"Protest with intervention","Protesters (Chile)","Labour Group (Chile); Government of Chile (2018-)",6,"Police Forces of Chile (2018-)",,1,16,"South America",Chile,"Los Lagos",Chiloe,Ancud,Chacao,-41.8277,-73.5252,1,"Biobio Chile; El Llanquihue",Subnational-National,"On 23 March 2020, Chacao, Los Lagos region, a group of nearly 20 citizens protested over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the port access for several hours. Police arrested two people one of them a member of the local council. [size=nearly 20]",0,1587491658,CHL
7498792,152,CHI3525,3525,"22 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile); Government of Chile (2018-)",6,,,0,60,"South America",Chile,Antofagasta,"El Loa",Calama,Calama,-22.4567,-68.9237,1,"La Estrella del Loa",Subnational,"On 22 March 2020, in Calama, Antofagasta region, a group of citizens, and the city mayor, protested over the lack of government measures to prevent the spread of coronavirus in the region. The group blocked the airport access for several hours to demand a national quarantine. [size=no report]",0,1611003165,CHL
6998475,152,CHI3401,3401,"21 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Fishermen (Chile)",6,,,0,60,"South America",Chile,Araucania,Cautin,Saavedra,"Puerto Saavedra",-38.7833,-73.3982,1,"Biobio Chile",National,"On 21 March 2020, in Puerto Saavedra, Araucania region, a group of fishers blocked the road to restrict the access of tourists and other vehicles to the district. The group demands the reinforcement of curfew measures in the outbreak of the coronavirus. [size=no report]",0,1585002578,CHL
6998479,152,CHI3399,3399,"21 March 2020",2020,1,Protests,"Protest with intervention","Protesters (Chile)",,6,"Police Forces of Chile (2018-)",,1,16,"South America",Chile,Nuble,Itata,Cobquecura,Cobquecura,-36.1345,-72.792,1,"Biobio Chile",National,"On 21 March 2020, in Cobquecura, Nuble region, a group of at least 30 citizens blocked the streets with sticks and other objects to restrict the access of tourists. The group demands the reinforcement of curfew measures in the break of the coronavirus pandemic. Police arrested two people. [size=at least 30]",0,1585002578,CHL
7004728,152,CHI3524,3524,"21 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Los Lagos",Osorno,"San Juan de la Costa","San Juan de la Costa",-40.5166,-73.4,2,"El Austral Osorno",Subnational,"On 21 March 2020, in the rural area of San Juan de la Costa, Los Rios region, a group of citizens of the rural areas protested against the arrival of tourists to the district. The group demands the reinforcement of curfew measures in the outbreak of the coronavirus and blocked the main access of the district for several hours. [size=no report]",0,1585604313,CHL
7004729,152,CHI3523,3523,"21 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Fishermen (Chile)",6,,,0,60,"South America",Chile,"Los Lagos",Osorno,"San Juan de la Costa",Maicolpue,-40.595,-73.7338,1,"El Austral Osorno",Subnational,"On 21 March 2020, in Maicolpue, Los Rios region, a group of citizens and fishermen protested near the road against the arrival of tourists to the district. The group demands the reinforcement of curfew measures in the outbreak of the coronavirus. [size=no report]",0,1585604313,CHL
8603361,152,CHI3400,3400,"21 March 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Los Rios",Valdivia,Panguipulli,Panguipulli,-39.6385,-72.3318,2,"Biobio Chile; El Austral Valdivia",Subnational-National,"Around 21 March 2020 (as reported), in the rural area of Panguipulli, Los Rios region, a group of citizens of the community Conaripe blocked the road to restrict the access of tourists to the district. The group demands the reinforcement of curfew measures in the outbreak of the coronavirus. [size=no report]",0,1635167924,CHL
6998439,152,CHI3397,3397,"20 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,Valparaiso,"San Antonio","Santo Domingo","Santo Domingo",-33.6376,-71.6239,1,"Lider San Antonio; La Cuarta (Chile)",Subnational-National,"On 20 March 2020, in Santo Domingo, Valparaiso region, a group of citizens built and set on fire barricades to blocked the road to restrict the access of tourists to the district. The group demands the reinforcement of curfew measures in the outbreak of the coronavirus. [size=no report]",0,1585002577,CHL
6998476,152,CHI3398,3398,"20 March 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,"Los Rios",Valdivia,Valdivia,Valdivia,-39.8142,-73.2459,1,"Biobio Chile",National,"As reported on 20 March 2020, in Valdivia, Los Rios region, a group of workers of a local store protested against the opening of the facilities during the coronavirus outbreak. Workers chanted slogans demanding the closure of the store due to the lack of security measures for the employees. [size=no report]",0,1585002578,CHL
7005002,152,CHI3390,3390,"20 March 2020",2020,1,Protests,"Excessive force against protesters","Protesters (Chile)",,6,"Unidentified Armed Group (Chile)",,3,36,"South America",Chile,Valparaiso,"San Antonio",Algarrobo,Algarrobo,-33.3701,-71.6635,1,"La Cuarta (Chile); Lider San Antonio",Subnational-National,"On 20 March 2020, in Algarrobo, Valparaiso region, an armed man opened fire against a group of citizens that blocked the road to restrict the access of tourists to the district. The group demanded the reinforcement of curfew measures in the outbreak of the coronavirus. No information on fatalities or injuries was reported/shared by the source. [size=no report]",0,1585604326,CHL
6998437,152,CHI3387,3387,"19 March 2020",2020,1,Riots,"Mob violence","Rioters (Chile)",,5,"Police Forces of Chile (2018-)","Civilians (Chile); Labour Group (Chile)",1,15,"South America",Chile,Metropolitana,Melipilla,Melipilla,Melipilla,-33.6891,-71.2153,1,"La Nacion (Chile); 24 Horas (Chile)",National,"On 19 March 2020, in Melipilla, Metropolitan region, a group of nearly 100 rioters looted a local supermarket. Police Forces of Chile used water cannons to dispersed the group of rioters, that reportedly used pellets guns against state forces. Seven police officers were reported injured and one person arrested. The event happened during a political and social crisis in the country, with civil uprising continuing for several months. [size=nearly 100]",0,1585002577,CHL
7066376,152,CHI3385,3385,"19 March 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Biobio,Concepcion,Chiguayante,Chiguayante,-36.9256,-73.0284,1,"Biobio Chile",Subnational,"As reported on 19 March 2020, in Chiguayante, Biobio region, nearly 110 bus drivers protested over the lack of security measures taken by the company to prevent spread of coronavirus between the drivers. The group stopped all transport activities, the event affected passengers between the district and the city of Concepcion. [size=nearly 110]",0,1587491658,CHL
7554761,152,CHI3386,3386,"19 March 2020",2020,1,Riots,"Mob violence","Rioters (Chile)",,5,"Police Forces of Chile (2018-)","Civilians (Chile); Labour Group (Chile)",1,15,"South America",Chile,Metropolitana,Santiago,"La Florida","Santiago - La Florida",-33.5324,-70.5748,1,"24 Horas (Chile); La Nacion (Chile)",National,"On 19 March 2020, in La Florida, Metropolitan region, a group of nearly 100 rioters attempted to loot a local supermarket. Police Forces of Chile used water cannons to dispersed the group of rioters. The event happened during a political and social crisis in the country, with civil uprising continuing for several months. [size=nearly 100]",0,1611096799,CHL
7555817,152,CHI3388,3388,"19 March 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Prisoners (Chile); Women (Chile)",6,,,0,60,"South America",Chile,Metropolitana,Santiago,"San Miguel","Santiago - San Miguel",-33.4917,-70.6571,1,"Biobio Chile",National,"On 19 March 2020, in San Miguel, Metropolitan region, prisoners of the female penitentiary protested over the transfer of their children to a different facility. This version was debunked by jail administrative. The motives for the protest are not yet known. [size=no report]",0,1611096802,CHL
7818108,152,CHI3389,3389,"19 March 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Prisoners (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,,Santiago,-33.4569,-70.6483,1,"24 Horas (Chile); La Cuarta (Chile)",National,"On 19 March 2020, in Santiago, Metropolitan region, 1,000 prisoners of a local penitentiary clashed against police forces of Chile during an attempt of jailbreak caused due to panic in the midst of the coronavirus pandemic. Penitentiary officials announced a limitation of visitors to control potential outbreaks inside local jails. The announcement caused a massive attempted of prison break and demonstrations outside the precinct by families of prisoners. 37 people were reported injured, at least 12 of the injuries are guards. [size=at least 28]",0,1618442048,CHL
