codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones,inicio_automatica
12809001,DGA,dga_web,Porvenir,35,-53.2908,-70.37,128.0,Tierra Del Fuego,1280.0,Costeras Del Estrecho Magallanes Entre Frontera Y Cabo Monmouth,1997-07-01,2020-03-31,7430,2015-03-01
12815001,DGA,dga_web,Onaisin En Maria Cristina,30,-53.3056,-69.2675,128.0,Tierra Del Fuego,1281.0,Costeras Bahia Inutil (Entre Cabo Monmouth Y Cabo Nose),1993-04-08,2020-03-31,9382,2014-08-01
12863001,DGA,dga_web,San Sebastian,20,-53.3217,-68.6614,128.0,Tierra Del Fuego,1286.0,Cuencas Atlanticas Hasta Frontera Entre Arroyo Alfa (Incl.) Y Afluentes R. Grande (Arg.),1993-04-07,2020-03-31,9153,2013-10-01
12582003,DGA,dga_web,Lago Parrillar,320,-53.4025,-71.2497,125.0,Costeras Entre Lag.  Blanca(Inc) Seno Otway Canal Jeronimo Y Magallanes,1258.0,Costeras E Islas Orientales De La Peninsula Brunswick,2011-01-01,2020-03-31,2602,2011-01-01
12873001,DGA,dga_web,Russfin,225,-53.7594,-69.1892,128.0,Tierra Del Fuego,1287.0,Afluentes Rio Grande Y Cuencas Cerradas,1993-11-01,2020-03-31,5124,2013-10-01
12876002,DGA,dga_web,Seccion Rio Grande,130,-53.8967,-68.9183,128.0,Tierra Del Fuego,1287.0,Afluentes Rio Grande Y Cuencas Cerradas,1991-12-14,1993-02-28,346,-
12821000,DGA,dga_web,Rio Condor,10,-53.9964,-70.0781,128.0,Tierra Del Fuego,1282.0,Costeras Entre Cabo Nose Y R. Azopardo (Incl.),2011-01-01,2020-01-01,2659,2011-01-01
12876003,DGA,dga_web,Pampa Huanaco,150,-54.0497,-68.7997,128.0,Tierra Del Fuego,1287.0,Afluentes Rio Grande Y Cuencas Cerradas,1995-10-07,2020-03-31,8443,2013-10-01
12879000,DGA,dga_web,Lago Deseado,170,-54.3378,-68.8242,128.0,Tierra Del Fuego,1287.0,Afluentes Rio Grande Y Cuencas Cerradas,2011-01-01,2020-03-31,2910,2011-01-01
12878002,DGA,dga_web,Bahia Yendegaia,10,-54.8817,-68.6825,128.0,Tierra Del Fuego,1287.0,Afluentes Rio Grande Y Cuencas Cerradas,2016-11-01,2020-03-31,1247,2016-11-01
12930004,DGA,dga_web,Puerto Navarino,10,-54.9256,-68.3236,129.0,Islas Al Sur Del Canal Beagle Y Territorio Antartico,1293.0,Islas Navarino Y Gable,2011-01-01,2020-03-31,3014,2011-01-01
12930001,DGA,dga_web,Rio Robalo En Puerto Williams,80,-54.9469,-67.6392,129.0,Islas Al Sur Del Canal Beagle Y Territorio Antartico,1293.0,Islas Navarino Y Gable,2004-12-02,2020-03-31,3569,2005-01-02
12930005,DGA,dga_web,Puerto Toro,10,-55.0822,-67.0758,129.0,Islas Al Sur Del Canal Beagle Y Territorio Antartico,1293.0,Islas Navarino Y Gable,2011-01-01,2020-03-31,2871,2011-01-01
180005,DMC,dmc_merge,Chacalluta Arica Ap.,63,-18.3514,-70.3358,10.0,Altiplanicas,100.0,Entre Limite Peru - Bolivia Y Rio Lauca,1950-07-01,2020-03-31,25453,-
200006,DMC,dmc_merge,Diego Aracena Iquique Ap.,52,-20.5397,-70.1786,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya,1950-01-01,2020-03-31,25059,-
230001,DMC,dmc_merge,Cerro Moreno Antofagasta Ap.,113,-23.4503,-70.4411,20.0,Fronterizas Salar Michincha-R.Loa,200.0,Salar De Ollague,1950-01-01,2020-03-31,25535,-
270008,DMC,dmc_merge,Desierto De Atacama Caldera Ap.,204,-27.2639,-70.7742,30.0,Endorreicas Entre Frontera Y Vertiente Del Pacifico,304.0,Salar De Maricunga,2005-02-01,2020-03-31,5190,-
290004,DMC,dmc_merge,La Florida La Serena Ad.,142,-29.9175,-71.2011,41.0,Rio Los Choros,412.0,Q. Los Choros Entre Q. Del Pelicano Y Desembocadura,1950-04-10,2020-03-31,24636,-
330007,DMC,dmc_merge,Rodelillo Ad.,330,-33.0367,-71.5342,50.0,Costeras Quilimari-Petorca,500.0,Costeras Quilimari - Petorca,2016-01-01,2020-03-31,1549,-
330020,DMC,dmc_merge,Quinta Normal Santiago,527,-33.445,-70.6828,57.0,Rio Maipo,573.0,Mapocho Bajo,1950-01-01,2020-03-31,25631,-
340031,DMC,dmc_merge,General Freire Curico Ad.,225,-34.9664,-71.2167,61.0,Costeras Rapel-E.Nilahue,613.0,Estero Nilahue,1950-01-01,2020-03-31,23712,-
360011,DMC,dmc_merge,Bernardo O'Higgins Chillan Ad.,151,-36.5872,-72.04,81.0,Rio Itata,810.0,Nuble Alto,1950-01-01,2020-03-31,23009,-
360019,DMC,dmc_merge,Carriel Sur Concepcion.,12,-36.7792,-73.0622,81.0,Rio Itata,810.0,Nuble Alto,1950-01-01,2020-03-31,25598,-
380013,DMC,dmc_merge,Maquehue Temuco Ad.,92,-38.77,-72.6369,83.0,Rio Bio Bio,830.0,Rio Bio-Bio Alto (Hasta Despues Junta Rio Lamin),1950-01-01,2020-03-31,24280,-
390006,DMC,dmc_merge,Pichoy Valdivia Ad.,21,-39.6506,-73.0808,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),1950-01-01,2020-03-31,24282,-
400009,DMC,dmc_merge,Canal Bajo Osorno Ad.,61,-40.605,-73.0608,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,1950-01-01,2020-03-30,25012,-
410005,DMC,dmc_merge,El Tepual Puerto Montt Ap.,85,-41.435,-73.0978,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,1950-02-01,2020-03-31,22938,-
450001,DMC,dmc_merge,Puerto Aysen Ad.,10,-45.3961,-72.6639,113.0,Rio Aisen,1134.0,Rio Aisen Entre Rio Riesco Y Desembocadura,1950-01-01,2020-03-31,21683,-
450004,DMC,dmc_merge,Teniente Vidal Coyhaique Ad.,310,-45.5939,-72.1086,113.0,Rio Aisen,1131.0,Rio Simpson,1952-01-01,2020-03-31,24364,-
450005,DMC,dmc_merge,Balmaceda Ad.,517,-45.9128,-71.6942,113.0,Rio Aisen,1131.0,Rio Simpson,1950-12-01,2020-03-30,24634,-
460001,DMC,dmc_merge,Chile Chico Ad.,306,-46.5808,-71.6928,115.0,Rio Baker,1152.0,Vertiente Sur Lago Jose Miguel Carrera,1952-01-01,2020-03-31,21567,-
470001,DMC,dmc_merge,Lord Cochrane Ad.,204,-47.2439,-72.5864,115.0,Rio Baker,1153.0,R. Baker Entre Desague L. J. M. Carrera Y R. De La Colonia,1970-01-01,2020-03-31,17589,-
520006,DMC,dmc_merge,Punta Arenas,38,-53.0033,-70.845,125.0,Costeras Entre Lag.  Blanca(Inc) Seno Otway Canal Jeronimo Y Magallanes,1258.0,Costeras E Islas Orientales De La Peninsula Brunswick,1958-01-01,2020-03-31,22688,-
550001,DMC,dmc_merge,Guardia Marina Zanartu Pto Williams Ad.,10,-54.9317,-67.6156,129.0,Islas Al Sur Del Canal Beagle Y Territorio Antartico,1293.0,Islas Navarino Y Gable,1968-02-12,2020-03-31,16142,-
950001,DMC,dmc_merge,Eduardo Frei Montalva Antartica,1,-62.1997,-58.9642,-1.0,No Disponible,-1.0,No Disponible,1970-01-01,2020-03-31,18302,-
220002,DMC,dmc_web,El Loa Calama Ad.,2293,-22.4989,-68.9072,20.0,Fronterizas Salar Michincha-R.Loa,200.0,Salar De Ollague,1967-01-01,2020-03-31,18983,-
270001,DMC,dmc_web,Mataveri Isla De Pascua Ap.,48,-27.1606,-109.427,50.0,Costeras Quilimari-Petorca,500.0,Costeras Quilimari - Petorca,1954-06-14,2020-03-28,18500,-
330021,DMC,dmc_web,Pudahuel Santiago,482,-33.3919,-70.7944,57.0,Rio Maipo,573.0,Mapocho Bajo,1966-01-04,2020-03-31,19433,-
330019,DMC,dmc_web,Eulogio Sanchez Tobalaba Ad.,650,-33.4544,-70.5478,57.0,Rio Maipo,573.0,Mapocho Bajo,1968-12-31,2020-03-30,16996,-
330031,DMC,dmc_web,Juan Fernandez Estacion Meteorologica,35,-33.6367,-78.835,50.0,Costeras Quilimari-Petorca,500.0,Costeras Quilimari - Petorca,1958-10-01,2020-03-31,20940,-
330030,DMC,dmc_web,Santo Domingo Ad.,75,-33.655,-71.6142,50.0,Costeras Quilimari-Petorca,500.0,Costeras Quilimari - Petorca,1966-08-01,2020-03-31,18606,-
370033,DMC,dmc_web,Maria Dolores Los Angeles Ad.,120,-37.4028,-72.4225,81.0,Rio Itata,810.0,Nuble Alto,1952-01-01,2020-03-30,11219,-
420004,DMC,dmc_web,Chaiten Ad.,10,-42.9303,-72.7008,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,1965-11-02,2008-04-25,11687,-
430002,DMC,dmc_web,Futaleufu Ad.,347,-43.1889,-71.8525,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,1953-09-01,2020-03-31,21834,-
430004,DMC,dmc_web,Alto Palenaad.,281,-43.6117,-71.8053,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,1961-12-01,2020-03-30,18339,-
510005,DMC,dmc_web,Teniente Gallardo Puerto Natales Ad.,69,-51.6672,-72.5289,122.0,Costeras Entre Seno Andrew Y R. Hollemberg E Islas Al Oriente,1229.0,Costeras Entre Rio Serrano Y Rio Hollenberg,1999-01-01,2020-03-31,4428,-
530005,DMC,dmc_web,Fuentes Martinez Porvenir Ad.,27,-53.1875,-70.3203,128.0,Tierra Del Fuego,1280.0,Costeras Del Estrecho Magallanes Entre Frontera Y Cabo Monmouth,1985-04-01,2020-03-31,11129,-
COM00080002,GHCN,ghcn_ftp,El Embrujo,3,13.357000000000001,-81.358,,,,,1983-11-14,2020-03-27,1604,-
CO000080001,GHCN,ghcn_ftp,San Andres (Isla)/S,6,12.583,-81.717,,,,,1965-04-24,2020-03-27,11630,-
VE000080405,GHCN,ghcn_ftp,La Orchila,3,11.8,-66.183,,,,,1959-01-01,1993-06-25,3443,-
COM00080035,GHCN,ghcn_ftp,Almirante Padilla,13,11.526,-72.926,,,,,1974-12-03,2020-03-21,2125,-
VEM00080403,GHCN,ghcn_ftp,Jose Leonardo Chirinos,16,11.415,-69.681,,,,,1959-01-02,2018-10-29,8649,-
COM00080009,GHCN,ghcn_ftp,Simon Bolivar,7,11.12,-74.23100000000001,,,,,1964-09-26,2020-03-23,6225,-
VEM00080421,GHCN,ghcn_ftp,Porlamar (Aeropuerto Int. Del,19,10.917,-63.967,,,,,1975-08-10,2016-02-13,4616,-
COM00080028,GHCN,ghcn_ftp,Ernesto Cortissoz,30,10.89,-74.781,,,,,1961-01-03,2020-03-28,8957,-
VEM00080415,GHCN,ghcn_ftp,Simon Bolivar Intl,72,10.603,-66.991,,,,,1973-01-03,2018-08-22,6662,-
VE000080423,GHCN,ghcn_ftp,Guiria,14,10.583,-62.317,,,,,1961-01-01,2016-09-11,15217,-
VEM00080407,GHCN,ghcn_ftp,La Chinita Intl,72,10.558,-71.72800000000001,,,,,1959-01-01,2018-09-12,7157,-
VEM00080476,GHCN,ghcn_ftp,La Canada,26,10.517000000000001,-71.65,,,,,1983-11-11,2016-03-22,2146,-
VEM00080416,GHCN,ghcn_ftp,Generalisimo Francisco De Mir,856,10.485,-66.844,,,,,1973-05-22,2007-07-08,3114,-
VEM00080412,GHCN,ghcn_ftp,General Bartolome Salom Intl,10,10.481,-68.07300000000001,,,,,1962-08-02,1993-08-23,3034,-
VEM00080420,GHCN,ghcn_ftp,Antonio Jose De Sucre,4,10.45,-64.13,,,,,1984-07-02,2016-09-18,3842,-
COM00080022,GHCN,ghcn_ftp,Rafael Nunez,1,10.442,-75.513,,,,,1964-01-28,2020-03-28,8310,-
COM00080036,GHCN,ghcn_ftp,Alfonso Lopez Pumarejo,147,10.435,-73.25,,,,,1973-01-05,2020-03-20,2386,-
VEM00080479,GHCN,ghcn_ftp,Palmichal,1000,10.3,-68.233,,,,,1992-02-02,2003-05-10,1938,-
VE000080413,GHCN,ghcn_ftp,Maracay - B.A. Sucr,437,10.25,-67.65,,,,,1959-01-03,2018-11-15,16139,-
VEM00080472,GHCN,ghcn_ftp,Arturo Michelena Intl,430,10.15,-67.928,,,,,1991-12-02,2018-11-27,2320,-
VEM00080419,GHCN,ghcn_ftp,General Jose Antonio Anzoateg,8,10.107000000000001,-64.689,,,,,1973-05-12,2018-10-03,3949,-
VEM00080410,GHCN,ghcn_ftp,Barquisimeto Intl,622,10.043,-69.359,,,,,1959-01-01,2018-11-26,6998,-
VE000002417,GHCN,ghcn_ftp,San Juan De Los Mor,429,9.917,-67.333,,,,,1986-12-02,2016-09-18,3381,-
VE000080425,GHCN,ghcn_ftp,Mene Grande,28,9.817,-70.933,,,,,1961-01-01,2018-10-31,16285,-
VEM00080435,GHCN,ghcn_ftp,Maturin,68,9.749,-63.153,,,,,1973-05-22,2018-10-10,4308,-
VEM00080427,GHCN,ghcn_ftp,Oswaldo Guevara Mujica,195,9.552999999999999,-69.238,,,,,1973-05-22,2018-11-12,4906,-
VEM00080432,GHCN,ghcn_ftp,Carrizal,161,9.417,-66.917,,,,,1981-07-14,2014-08-19,285,-
VEM00080426,GHCN,ghcn_ftp,Dr Antonio Nicolas Briceno,628,9.34,-70.584,,,,,1982-12-16,2018-05-25,4360,-
VE000002589,GHCN,ghcn_ftp,Valle De La Pascua,125,9.232999999999999,-66.0,,,,,1992-01-01,2016-02-16,565,-
VEM00080428,GHCN,ghcn_ftp,Guanare,185,9.027000000000001,-69.755,,,,,1973-05-23,2018-11-30,5711,-
VEM00080478,GHCN,ghcn_ftp,Temblador (Private),30,9.017000000000001,-62.617,,,,,1982-11-01,1997-04-05,741,-
VEM00080442,GHCN,ghcn_ftp,Calabozo,100,8.925,-67.417,,,,,1992-02-01,2013-07-19,2854,-
COM00080063,GHCN,ghcn_ftp,Los Garzones,11,8.824,-75.82600000000001,,,,,1964-09-20,2020-03-25,2826,-
VEM00080437,GHCN,ghcn_ftp,El Vigia,103,8.633,-71.65,,,,,1992-09-02,2018-10-09,1043,-
VEM00080440,GHCN,ghcn_ftp,Barinas,203,8.62,-70.221,,,,,1991-12-04,2018-10-08,2573,-
VE000080438,GHCN,ghcn_ftp,Merida,1498,8.6,-71.183,,,,,1961-01-01,2018-11-26,16636,-
VEM00080444,GHCN,ghcn_ftp,Ciudad Bolivar,60,8.122,-63.537,,,,,1973-05-22,2016-03-28,3831,-
COM00080097,GHCN,ghcn_ftp,Camilo Daza,334,7.928,-72.512,,,,,1964-09-30,2020-03-22,5622,-
VEM00080447,GHCN,ghcn_ftp,San Antonio Del Tachira,400,7.841,-72.44,,,,,1973-05-12,2018-12-05,5070,-
COM00080084,GHCN,ghcn_ftp,Antonio Roldan Betancourt,14,7.812,-76.71600000000001,,,,,1987-11-11,2020-03-25,917,-
VE000080450,GHCN,ghcn_ftp,San Fernando,47,7.68,-67.42,,,,,1961-01-01,2015-03-25,15693,-
VEM00080475,GHCN,ghcn_ftp,Mayor Buenaventura Vivas,330,7.565,-72.035,,,,,1982-08-22,2015-10-14,2023,-
VE000080453,GHCN,ghcn_ftp,Tumeremo,181,7.3,-61.45,,,,,1961-01-01,2014-04-17,14541,-
VEM00080448,GHCN,ghcn_ftp,Guasdualito,130,7.211,-70.756,,,,,1974-04-18,2018-10-30,3579,-
COM00080094,GHCN,ghcn_ftp,Palonegro,1188,7.127000000000001,-73.185,,,,,1975-04-10,2020-03-20,7614,-
COM00080099,GHCN,ghcn_ftp,Santiago Perez,128,7.069,-70.737,,,,,1964-09-24,2020-03-21,3062,-
COM00080091,GHCN,ghcn_ftp,Yariguies,126,7.024,-73.807,,,,,1964-09-20,2020-03-07,3310,-
GYM00081001,GHCN,ghcn_ftp,Georgetown,2,6.8,-58.15,,,,,1981-07-07,2020-03-29,2728,-
GYW00010502,GHCN,ghcn_ftp,Georgetown,29,6.5,-58.25,,,,,1949-01-01,2020-03-29,2821,-
COM00080110,GHCN,ghcn_ftp,Olaya Herrera,1506,6.22,-75.59100000000001,,,,,1958-01-02,2019-04-10,4498,-
VE000005484,GHCN,ghcn_ftp,Puerto Carreno/A.Gu,55,6.167000000000001,-67.5,,,,,1981-02-10,2020-03-29,326,-
COM00080112,GHCN,ghcn_ftp,Jose Maria Cordova,2142,6.165,-75.423,,,,,1985-12-01,2020-03-28,4424,-
COM00080144,GHCN,ghcn_ftp,El Carano,62,5.691,-76.641,,,,,1963-02-22,2020-03-28,1832,-
VEM00080457,GHCN,ghcn_ftp,Casique Aramare,75,5.62,-67.60600000000001,,,,,1973-05-12,2016-10-02,3232,-
FGM00081401,GHCN,ghcn_ftp,St Laurent Du Maron,9,5.5,-54.033,,,,,1973-08-05,2020-01-01,5990,-
NSM00081225,GHCN,ghcn_ftp,Johan A Pengel Intl,18,5.452999999999999,-55.188,,,,,1973-05-14,2014-05-05,7597,-
FG000081405,GHCN,ghcn_ftp,Rochambeau,9,4.833,-52.367,,,,,1950-01-01,2020-03-29,23092,-
COM00080210,GHCN,ghcn_ftp,Matecana,1346,4.813,-75.74,,,,,1963-03-22,2020-03-20,5942,-
CO000080222,GHCN,ghcn_ftp,Bogota/Eldorado,2548,4.7010000000000005,-74.15,,,,,1961-02-02,2020-03-28,12586,-
VE000080462,GHCN,ghcn_ftp,Santa Elena De Uair,907,4.6,-61.117,,,,,1961-01-01,2016-03-25,14166,-
CO000080241,GHCN,ghcn_ftp,Las Gaviotas,167,4.55,-70.917,,,,,1973-05-21,1999-08-31,7571,-
COM00080211,GHCN,ghcn_ftp,El Eden,1216,4.453,-75.766,,,,,1964-09-20,2020-03-20,3130,-
COM00080214,GHCN,ghcn_ftp,Perales,949,4.422,-75.133,,,,,1973-01-01,2020-03-23,3907,-
COM00080234,GHCN,ghcn_ftp,Vanguardia,425,4.168,-73.61399999999999,,,,,1964-09-20,2020-03-20,2278,-
FGM00081408,GHCN,ghcn_ftp,Saint Georges,7,3.883,-51.8,,,,,1973-09-17,2019-08-21,5155,-
FGM00081415,GHCN,ghcn_ftp,Maripasoula,106,3.633,-54.033,,,,,1973-09-17,2018-03-21,5274,-
CO000080259,GHCN,ghcn_ftp,Cali/Alfonso Bonill,969,3.55,-76.383,,,,,1961-01-03,2020-03-29,12595,-
COM00080315,GHCN,ghcn_ftp,Benito Salas,446,2.95,-75.294,,,,,1965-02-17,2020-03-23,5596,-
BRM00082024,GHCN,ghcn_ftp,Boa Vista,90,2.8169999999999997,-60.65,,,,,1974-06-21,1997-06-18,192,-
BR008250003,GHCN,ghcn_ftp,Amapa,10,2.0669999999999997,-50.85,,,,,1974-06-29,1974-06-29,1,-
BR008161001,GHCN,ghcn_ftp,Caracarai,95,1.8330000000000002,-61.133,,,,,1990-07-06,2003-03-07,3,-
CO000080342,GHCN,ghcn_ftp,Pasto/Antonio Narin,1826,1.4169999999999998,-77.267,,,,,1961-08-01,2019-08-13,8441,-
COM00080370,GHCN,ghcn_ftp,San Luis,2976,0.862,-77.672,,,,,1964-10-07,2020-02-22,851,-
ECM00084036,GHCN,ghcn_ftp,San Gabriel,2860,0.6,-77.817,,,,,2011-07-16,2020-03-13,1702,-
ECW00050904,GHCN,ghcn_ftp,Galapagos Island Nf,23,0.4333,-90.2833,,,,,1945-04-01,1946-03-29,265,-
BRM00082098,GHCN,ghcn_ftp,Macapa,17,0.051,-51.071999999999996,,,,,1973-01-11,2020-03-28,3503,-
ECM00084050,GHCN,ghcn_ftp,La Concordia,360,0.017,-79.367,,,,,2005-09-20,2020-03-13,1786,-
BRM00082106,GHCN,ghcn_ftp,Sao Gabriel Da Cach,90,-0.133,-67.083,,,,,1974-06-18,2008-08-06,218,-
ECM00084088,GHCN,ghcn_ftp,Izobamba,3058,-0.35,-78.55,,,,,2005-09-20,2020-03-15,1806,-
BR000065001,GHCN,ghcn_ftp,Tapurucuara,6,-0.41700000000000004,-65.0,,,,,1973-01-25,1980-06-29,306,-
BR000047002,GHCN,ghcn_ftp,Salinopolis,14,-0.617,-47.383,,,,,1985-05-27,2020-03-27,479,-
ECM00084132,GHCN,ghcn_ftp,Nuevo Rocafuerte,265,-0.917,-75.417,,,,,2005-09-20,2020-03-15,1614,-
ECM00084008,GHCN,ghcn_ftp,San Cristobal,19,-0.917,-89.617,,,,,1986-08-14,2020-03-14,2129,-
BRM00082113,GHCN,ghcn_ftp,Barcelos,34,-0.981,-62.92,,,,,1974-06-21,2003-03-07,262,-
ECM00084135,GHCN,ghcn_ftp,Portoviejo,60,-1.033,-80.45,,,,,2001-10-23,2019-08-15,1574,-
EC000000006,GHCN,ghcn_ftp,Pichilingue,73,-1.1,-79.467,,,,,2005-09-20,2019-11-28,1767,-
BRM00082193,GHCN,ghcn_ftp,Val De Cans Intl,17,-1.379,-48.476000000000006,,,,,1973-04-19,2020-03-29,4286,-
BRM00082191,GHCN,ghcn_ftp,Belem,10,-1.45,-48.467,,,,,1973-08-15,1996-07-26,666,-
ECM00084179,GHCN,ghcn_ftp,Puyo,960,-1.5,-77.9,,,,,2011-07-04,2020-03-03,1553,-
BR026393280,GHCN,ghcn_ftp,Turiacu,44,-1.7169999999999999,-45.4,,,,,1977-08-09,1993-01-12,216,-
BR000152000,GHCN,ghcn_ftp,Porto De Moz,16,-1.733,-52.233000000000004,,,,,1981-04-08,1988-02-04,3,-
BRM00082181,GHCN,ghcn_ftp,Monte Alegre,146,-2.0,-54.083,,,,,1991-09-09,2000-02-19,3,-
BR000249000,GHCN,ghcn_ftp,Cameta,24,-2.25,-49.5,,,,,1995-09-24,1995-09-24,1,-
BR000254000,GHCN,ghcn_ftp,Santarem-Aeroporto,60,-2.4330000000000003,-54.717,,,,,1973-01-09,2002-06-11,1719,-
BR027510430,GHCN,ghcn_ftp,Sao Luiz,51,-2.533,-44.3,,,,,1974-07-22,1993-01-12,346,-
BRM00082212,GHCN,ghcn_ftp,Fonte Boa,56,-2.533,-66.167,,,,,1974-06-22,2003-03-07,145,-
ECM00084226,GHCN,ghcn_ftp,Canar,3083,-2.55,-78.933,,,,,2001-10-23,2020-03-13,1360,-
BRM00082246,GHCN,ghcn_ftp,Belterra,176,-2.633,-54.95,,,,,1974-06-19,1997-08-27,77,-
BR027568450,GHCN,ghcn_ftp,Parnaiba (Aeroporto,5,-2.917,-41.75,,,,,1973-06-17,1983-09-07,271,-
BRM00082287,GHCN,ghcn_ftp,Parnaiba,22,-3.083,-41.783,,,,,1977-11-19,1996-09-09,243,-
BRM00082336,GHCN,ghcn_ftp,Itacoatiara,43,-3.127,-58.481,,,,,1989-11-24,2020-03-29,59,-
BRM00082331,GHCN,ghcn_ftp,Manaus,72,-3.133,-60.016999999999996,,,,,1974-06-21,1994-09-03,223,-
BR000352000,GHCN,ghcn_ftp,Altamira,112,-3.2,-52.2,,,,,1973-01-06,2020-03-26,3009,-
PEM00084370,GHCN,ghcn_ftp,Pedro Canga,35,-3.553,-80.381,,,,,1974-03-22,2020-02-10,9801,-
BR027794310,GHCN,ghcn_ftp,Sobral,83,-3.7,-40.35,,,,,1974-06-18,1988-12-03,254,-
BR028724960,GHCN,ghcn_ftp,Fortaleza,26,-3.767,-38.6,,,,,1974-07-03,1997-06-01,389,-
PE000084377,GHCN,ghcn_ftp,Iquitos,126,-3.783,-73.3,,,,,1973-01-05,2020-01-29,9196,-
BRM00082361,GHCN,ghcn_ftp,Tucurui,253,-3.786,-49.72,,,,,1991-09-09,2018-10-05,2904,-
BRM00082326,GHCN,ghcn_ftp,Codajas,49,-3.833,-62.083,,,,,1994-06-02,2001-11-30,3,-
BR000082400,GHCN,ghcn_ftp,Fernando De Noronha,59,-3.85,-32.417,,,,,1944-02-29,2011-09-28,5389,-
ECM00084270,GHCN,ghcn_ftp,Loja/La Argelia,2160,-4.033,-79.2,,,,,2001-10-23,2020-03-13,1709,-
BRM00082425,GHCN,ghcn_ftp,Coari,46,-4.083,-63.133,,,,,1974-06-19,2003-12-05,203,-
COM00080398,GHCN,ghcn_ftp,Alfredo Vasquez Cobo,84,-4.1930000000000005,-69.943,,,,,1973-06-04,2020-03-22,5794,-
BR027865460,GHCN,ghcn_ftp,Piripiri,161,-4.2669999999999995,-41.783,,,,,1997-09-07,1997-09-07,1,-
BRM00082445,GHCN,ghcn_ftp,Itaituba,45,-4.2669999999999995,-55.983000000000004,,,,,1991-09-18,1991-11-20,2,-
EC000084279,GHCN,ghcn_ftp,Macara Aeropuerto,430,-4.367,-79.933,,,,,1979-11-19,1984-02-02,237,-
BRM00082410,GHCN,ghcn_ftp,Benjamin Constant,65,-4.383,-70.033,,,,,1973-01-07,2003-03-07,270,-
PEM00084390,GHCN,ghcn_ftp,Capitan Montes,86,-4.577,-81.25399999999999,,,,,1973-01-09,2020-02-10,6595,-
BR037041370,GHCN,ghcn_ftp,Teresina (Aeroporto,67,-5.05,-42.817,,,,,1973-02-15,2020-03-28,5450,-
BR037041390,GHCN,ghcn_ftp,Teresina,74,-5.083,-42.817,,,,,1977-11-19,1995-07-27,263,-
BR038062750,GHCN,ghcn_ftp,Macau,6,-5.117,-36.633,,,,,1974-06-16,2013-07-11,7,-
BR037083690,GHCN,ghcn_ftp,Crateus,299,-5.167000000000001,-40.667,,,,,1977-11-19,1997-07-20,187,-
BR038014410,GHCN,ghcn_ftp,Quixeramobim,212,-5.2,-39.3,,,,,1974-06-30,1997-09-07,266,-
PEM00084401,GHCN,ghcn_ftp,Capitan Fap Guillermo Concha,35,-5.206,-80.616,,,,,1963-01-03,2020-03-19,12090,-
BRM00082562,GHCN,ghcn_ftp,Maraba,109,-5.369,-49.138000000000005,,,,,1973-04-19,2020-03-27,3302,-
BR036190520,GHCN,ghcn_ftp,Barra Do Corda,153,-5.5,-45.266999999999996,,,,,1974-06-28,1994-09-25,271,-
BR036150060,GHCN,ghcn_ftp,Imperatriz,123,-5.5329999999999995,-47.5,,,,,1993-06-03,1997-09-27,149,-
BR038192160,GHCN,ghcn_ftp,Ceara-Mirim,61,-5.65,-35.417,,,,,1978-05-25,1993-07-08,34,-
BR038196570,GHCN,ghcn_ftp,Natal,45,-5.767,-35.2,,,,,1992-05-02,1996-09-09,4,-
BRM00082533,GHCN,ghcn_ftp,Manicore,53,-5.811,-61.278,,,,,1974-06-06,2020-03-26,885,-
PEM00084425,GHCN,ghcn_ftp,Moises Benzaquen Rengifo,179,-5.894,-76.118,,,,,1963-01-03,2019-08-10,5060,-
PE000084444,GHCN,ghcn_ftp,Chachapoyas,2540,-6.2,-77.85,,,,,1963-01-03,2003-01-11,4000,-
BR038217420,GHCN,ghcn_ftp,Iguatu,217,-6.367000000000001,-39.3,,,,,1991-09-09,2001-11-07,4,-
PE000084455,GHCN,ghcn_ftp,Tarapoto,282,-6.5,-76.367,,,,,1963-01-03,2020-02-10,9695,-
BR037335980,GHCN,ghcn_ftp,Floriano,127,-6.767,-43.016999999999996,,,,,1974-06-21,2002-06-10,354,-
PEM00084452,GHCN,ghcn_ftp,Capt Jose A  Quinones Gonzale,30,-6.787000000000001,-79.828,,,,,1963-01-03,2020-02-10,11063,-
BRM00082791,GHCN,ghcn_ftp,Patos,249,-7.017,-37.266999999999996,,,,,1995-05-09,1997-06-12,2,-
BR039402250,GHCN,ghcn_ftp,Joao Pessoa,66,-7.1,-34.867,,,,,1975-05-23,2002-06-11,1303,-
