codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones,inicio_automatica
PEM00084472,GHCN,ghcn_ftp,Gen Fap Armando Revoredo Igle,2676,-7.138999999999999,-78.48899999999999,,,,,1963-01-05,2005-05-05,4256,-
PEM00084474,GHCN,ghcn_ftp,Juanjui,350,-7.169,-76.729,,,,,1963-01-03,2001-02-21,3526,-
BR038484280,GHCN,ghcn_ftp,Campina Grande,502,-7.2170000000000005,-35.883,,,,,1975-12-21,2020-03-27,1379,-
BRM00082723,GHCN,ghcn_ftp,Labrea,60,-7.25,-64.833,,,,,1976-07-10,2003-03-07,71,-
BR038416420,GHCN,ghcn_ftp,Barbalha,409,-7.317,-39.3,,,,,1974-06-29,1988-04-08,231,-
BR000747000,GHCN,ghcn_ftp,Carolina (Aeroporto,172,-7.317,-47.467,,,,,1976-01-01,1986-02-12,9,-
BR036456090,GHCN,ghcn_ftp,Carolina,193,-7.332999999999999,-47.467,,,,,1974-06-29,1994-09-25,319,-
BR000082704,GHCN,ghcn_ftp,Cruzeiro Do Sul,194,-7.632999999999999,-72.667,,,,,1974-06-22,2015-12-24,1572,-
BR038536790,GHCN,ghcn_ftp,Triunfo,1020,-7.85,-38.133,,,,,2013-07-11,2013-07-11,1,-
BRM00082900,GHCN,ghcn_ftp,Recife,7,-8.05,-34.917,,,,,1974-06-21,1997-03-28,395,-
PEM00084501,GHCN,ghcn_ftp,Capitan Carlos Martinez De Pi,32,-8.081,-79.109,,,,,1963-01-04,2020-02-10,12929,-
BR037672730,GHCN,ghcn_ftp,Paulistana,375,-8.132,-41.133,,,,,1996-09-09,1996-09-09,1,-
BR000082861,GHCN,ghcn_ftp,Conceicao Do Araguaia,-1000,-8.25,-49.28,,,,,1974-08-15,2020-03-28,3384,-
BR037657520,GHCN,ghcn_ftp,S.Joao Do Piaui,235,-8.35,-42.25,,,,,1996-09-09,2013-07-11,2,-
PEM00084515,GHCN,ghcn_ftp,Cap Fap David Abenzur Rengifo,156,-8.378,-74.574,,,,,1963-01-03,2020-02-10,10486,-
BR038710390,GHCN,ghcn_ftp,Cabrobo,341,-8.517000000000001,-39.333,,,,,1995-07-27,1996-08-27,2,-
BRM00082825,GHCN,ghcn_ftp,Porto Velho,95,-8.767000000000001,-63.917,,,,,1973-01-06,1997-03-28,986,-
PEM00084534,GHCN,ghcn_ftp,Tingo Maria,665,-9.133,-75.95,,,,,1963-01-03,2001-03-14,5701,-
PEM00084531,GHCN,ghcn_ftp,Teniente Jaime A De Montreuil,21,-9.15,-78.524,,,,,1964-03-27,2001-02-21,5212,-
BR037835390,GHCN,ghcn_ftp,Caracol,523,-9.283,-43.333,,,,,1996-04-30,1996-04-30,1,-
PEM00084542,GHCN,ghcn_ftp,Comandante Fap German Arias G,2750,-9.347000000000001,-77.598,,,,,1973-02-15,2007-02-15,2326,-
BR037897030,GHCN,ghcn_ftp,Petrolina,370,-9.383,-40.483000000000004,,,,,1974-06-21,2002-06-10,248,-
BR038837530,GHCN,ghcn_ftp,Paulo Afonso,269,-9.4,-38.217,,,,,1974-06-30,2015-04-08,1170,-
BR038868710,GHCN,ghcn_ftp,Palmeiro Dos Indios,275,-9.45,-36.7,,,,,1997-06-13,1997-06-13,1,-
BR038983570,GHCN,ghcn_ftp,Maceio (Aeroporto),118,-9.517000000000001,-35.783,,,,,1973-09-19,2020-03-29,5266,-
BR037953910,GHCN,ghcn_ftp,Remanso,401,-9.633,-42.1,,,,,1991-11-20,1997-01-03,5,-
BR000956000,GHCN,ghcn_ftp,Alta Floresta (Aero,289,-9.867,-56.1,,,,,1989-09-07,2018-10-09,852,-
PEM00084564,GHCN,ghcn_ftp,Alferez Fap D F Fernandini,1850,-9.879,-76.205,,,,,1963-01-03,2011-10-30,5457,-
BRM00082915,GHCN,ghcn_ftp,Rio Branco,160,-9.967,-67.8,,,,,1973-07-30,1991-07-31,495,-
BR001036026,GHCN,ghcn_ftp,Propria,19,-10.2,-36.867,,,,,1996-08-04,1996-08-04,1,-
BR047099650,GHCN,ghcn_ftp,Senhor Do Bonfim,558,-10.467,-40.183,,,,,1991-06-17,1996-08-04,3,-
BRM00083064,GHCN,ghcn_ftp,Porto Nacional,239,-10.717,-48.583,,,,,1977-11-29,1995-02-28,566,-
BR001065002,GHCN,ghcn_ftp,Guayaramerin,130,-10.817,-65.34899999999999,,,,,1980-05-11,2011-06-09,5177,-
BR048158910,GHCN,ghcn_ftp,Aracaju,5,-10.917,-37.05,,,,,1973-03-28,2002-06-09,835,-
BL000085043,GHCN,ghcn_ftp,Riberalta,141,-11.0,-66.117,,,,,1974-04-24,2020-03-29,9036,-
BL000085041,GHCN,ghcn_ftp,Cobija,-1000,-11.03,-68.78,,,,,1976-02-29,2020-03-28,8179,-
BR001138014,GHCN,ghcn_ftp,Cipo,145,-11.083,-38.516999999999996,,,,,1995-01-10,1996-03-01,3,-
BR001140016,GHCN,ghcn_ftp,Jacobina,485,-11.183,-40.467,,,,,1990-05-12,1996-03-01,7,-
BR047370760,GHCN,ghcn_ftp,Morro Do Chapeu,1005,-11.217,-41.217,,,,,1995-01-10,1997-03-11,2,-
BR047266270,GHCN,ghcn_ftp,Irece,747,-11.3,-41.867,,,,,1974-08-08,1996-10-15,245,-
PEM00084628,GHCN,ghcn_ftp,Jorge Chavez Intl,34,-12.022,-77.11399999999999,,,,,1963-01-03,2020-03-19,9503,-
BR001248000,GHCN,ghcn_ftp,Peixe,250,-12.05,-48.533,,,,,1990-02-14,2013-07-11,9,-
BR047403040,GHCN,ghcn_ftp,Barreiras,439,-12.15,-45.0,,,,,1974-06-30,1995-06-10,615,-
BRM00083264,GHCN,ghcn_ftp,Gleba Celeste,415,-12.2,-56.5,,,,,1974-06-22,1992-08-19,316,-
BRM00083235,GHCN,ghcn_ftp,Taguatinga,604,-12.4,-46.433,,,,,1995-02-28,1996-08-26,2,-
BR047571250,GHCN,ghcn_ftp,Lencois,439,-12.567,-41.383,,,,,1974-06-21,1999-03-10,272,-
PEM00084658,GHCN,ghcn_ftp,Padre Aldamiz,201,-12.614,-69.229,,,,,1963-01-03,2020-01-04,6198,-
BRM00083208,GHCN,ghcn_ftp,Vilhena,615,-12.694,-60.098,,,,,1976-01-24,2020-02-08,1598,-
BR048620980,GHCN,ghcn_ftp,Salvador,51,-13.017000000000001,-38.516999999999996,,,,,1974-06-16,1996-08-20,403,-
BLM00085104,GHCN,ghcn_ftp,San Joaquin,140,-13.067,-64.667,,,,,1981-06-22,2020-02-06,7703,-
PEM00084673,GHCN,ghcn_ftp,Coronel Fap Alfredo Mendivil,2718,-13.155,-74.204,,,,,1967-03-27,2017-02-02,2571,-
BR047635180,GHCN,ghcn_ftp,Bom Jesus Da Lapa,443,-13.267000000000001,-43.417,,,,,1974-07-10,2005-09-03,1054,-
BLM00085109,GHCN,ghcn_ftp,San Ramon,140,-13.3,-64.7,,,,,1984-05-30,2020-02-06,6830,-
BL000085114,GHCN,ghcn_ftp,Magdalena,140,-13.333,-64.117,,,,,1977-01-12,2020-02-06,8204,-
PEM00084686,GHCN,ghcn_ftp,Teniente Alejandro Velasco As,3310,-13.536,-71.939,,,,,1963-01-03,2020-02-27,10779,-
PEM00084691,GHCN,ghcn_ftp,Pisco Intl,12,-13.745,-76.22,,,,,1963-01-03,2020-03-19,12554,-
BLM00085123,GHCN,ghcn_ftp,Santa Ana Del Yacuma,144,-13.762,-65.435,,,,,1987-01-08,2020-02-06,7920,-
BLM00085139,GHCN,ghcn_ftp,Santa Rosa,225,-14.067,-66.783,,,,,2011-12-01,2020-02-06,1977,-
BRM00083332,GHCN,ghcn_ftp,Posse,826,-14.1,-46.367,,,,,1990-04-22,1996-10-27,9,-
BR047826470,GHCN,ghcn_ftp,Carinhanha,556,-14.167,-43.917,,,,,1993-08-21,1995-06-10,3,-
BLM00085140,GHCN,ghcn_ftp,Reyes,280,-14.3,-67.367,,,,,1977-01-12,2020-02-09,7521,-
BRM00083309,GHCN,ghcn_ftp,Diamantino,286,-14.4,-56.45,,,,,1974-06-08,2013-07-11,240,-
BL000085141,GHCN,ghcn_ftp,Rurrenabaque,-1000,-14.47,-67.57,,,,,1973-10-30,2020-02-20,8752,-
BR001452000,GHCN,ghcn_ftp,Nova Xavantina,315,-14.7,-52.35,,,,,1990-08-26,2013-07-11,4,-
BLM00085151,GHCN,ghcn_ftp,Apolo,1415,-14.732999999999999,-68.417,,,,,1973-10-25,2020-01-26,2918,-
BR048916940,GHCN,ghcn_ftp,Ilheus,60,-14.8,-39.067,,,,,1974-06-12,1985-04-03,871,-
BLM00085154,GHCN,ghcn_ftp,Tte Av Jorge Henrich Arauz,155,-14.819,-64.918,,,,,1973-06-09,2020-03-27,9049,-
BRM00083344,GHCN,ghcn_ftp,Vitoria Da Conquista,914,-14.863,-40.863,,,,,1977-11-19,2005-09-03,705,-
BLM00085152,GHCN,ghcn_ftp,San Borja/Capt Germ,194,-14.867,-66.75,,,,,1978-08-07,2020-02-09,7964,-
BLM00085153,GHCN,ghcn_ftp,San Ignacio De Moxo,241,-14.967,-65.633,,,,,1982-02-09,2020-02-06,6051,-
BR057043270,GHCN,ghcn_ftp,Monte Azul,603,-15.083,-42.75,,,,,1990-01-19,2011-07-28,5,-
PE000084721,GHCN,ghcn_ftp,San Juan,60,-15.383,-75.167,,,,,1958-01-06,1997-04-15,8334,-
BR001544031,GHCN,ghcn_ftp,Januaria,474,-15.433,-44.367,,,,,1977-01-27,1987-02-06,101,-
PEM00084735,GHCN,ghcn_ftp,Juliaca,3826,-15.467,-70.158,,,,,1963-01-03,2020-02-10,10027,-
BR000083361,GHCN,ghcn_ftp,Cuiaba,151,-15.55,-56.117,,,,,1973-02-23,1997-07-10,625,-
BR001546001,GHCN,ghcn_ftp,Buritis,600,-15.617,-46.417,,,,,1996-08-23,1997-06-12,2,-
BR001538000,GHCN,ghcn_ftp,Canavieiras,5,-15.667,-38.95,,,,,1990-01-03,1995-01-10,5,-
BLM00085175,GHCN,ghcn_ftp,Ascencion Guarayos,247,-15.717,-63.1,,,,,1982-03-12,2019-11-22,4960,-
BRM00083377,GHCN,ghcn_ftp,Brasilia,1159,-15.783,-47.933,,,,,1974-07-29,2000-03-08,452,-
BRM00083358,GHCN,ghcn_ftp,Poxoreo (Poxoreu),450,-15.833,-54.383,,,,,1979-03-16,2004-09-02,216,-
BR001548003,GHCN,ghcn_ftp,Pirenopolis,730,-15.85,-48.967,,,,,1989-11-23,2001-10-09,12,-
BR001657003,GHCN,ghcn_ftp,Caceres,118,-16.05,-57.683,,,,,1977-11-19,1992-12-09,262,-
BLM00085196,GHCN,ghcn_ftp,Concepcion,497,-16.25,-62.1,,,,,1958-05-01,2020-02-05,9587,-
BLM00085195,GHCN,ghcn_ftp,San Javier,520,-16.267,-62.467,,,,,1982-01-11,2020-02-05,3982,-
PE000084752,GHCN,ghcn_ftp,Arequipa,2520,-16.332,-71.567,,,,,1948-02-29,2020-02-10,11733,-
BLM00085210,GHCN,ghcn_ftp,San Matias,124,-16.333,-58.383,,,,,1987-05-02,2020-02-05,3679,-
BLM00085207,GHCN,ghcn_ftp,San Ignacio Velasco,413,-16.367,-60.95,,,,,1958-07-04,2020-02-05,9124,-
BLM00085201,GHCN,ghcn_ftp,El Alto Intl,4062,-16.512999999999998,-68.192,,,,,1973-03-14,2020-03-23,11278,-
BRM00083423,GHCN,ghcn_ftp,Goiania,741,-16.667,-49.25,,,,,1990-12-23,1997-03-28,10,-
BR057324290,GHCN,ghcn_ftp,Montes Claros,668,-16.717,-43.867,,,,,1973-02-28,2020-03-26,1478,-
BR001746008,GHCN,ghcn_ftp,Paracatu,711,-17.217,-46.867,,,,,1989-12-09,2009-01-23,10,-
BL000085223,GHCN,ghcn_ftp,Cochabamba,-1000,-17.42,-66.18,,,,,1973-04-23,2020-03-28,11809,-
BL000085230,GHCN,ghcn_ftp,Charana,-1000,-17.58,-69.6,,,,,1960-02-29,2008-01-28,3806,-
BLM00085244,GHCN,ghcn_ftp,Viru Viru Intl,373,-17.645,-63.135,,,,,1984-07-06,2020-03-25,10215,-
BR001748003,GHCN,ghcn_ftp,Ipameri,752,-17.717,-48.167,,,,,1991-08-13,1997-03-28,4,-
BR058514530,GHCN,ghcn_ftp,Caravelas,3,-17.733,-39.25,,,,,1974-04-04,1993-01-20,242,-
BLM00085245,GHCN,ghcn_ftp,El Trompillo,418,-17.812,-63.17100000000001,,,,,1958-05-02,2020-02-05,9974,-
BLM00085247,GHCN,ghcn_ftp,San Jose,284,-17.833,-60.75,,,,,1958-05-01,2020-02-05,7806,-
BRM00083492,GHCN,ghcn_ftp,Teofilo Otoni,356,-17.85,-41.516999999999996,,,,,1977-08-21,2003-06-06,246,-
BLM00085242,GHCN,ghcn_ftp,Juan Mendoza,3702,-17.963,-67.07600000000001,,,,,1958-05-01,2020-03-29,9534,-
PEM00084782,GHCN,ghcn_ftp,Coronel Carlos Ciriani Santa,469,-18.053,-70.27600000000001,,,,,1963-01-04,2020-01-29,11411,-
BLM00085268,GHCN,ghcn_ftp,Robore (Civ/Mil),284,-18.317,-59.75,,,,,1958-05-01,2020-02-05,9998,-
CI000085406,GHCN,ghcn_ftp,Arica,58,-18.35,-70.333,,,,,1957-07-02,2020-03-29,12120,-
BLM00085264,GHCN,ghcn_ftp,Vallegrande,1998,-18.467,-64.1,,,,,1989-09-01,2020-02-05,3225,-
BR001846000,GHCN,ghcn_ftp,Patos De Minas,940,-18.6,-46.516999999999996,,,,,1989-12-27,2005-06-04,6,-
BR001841005,GHCN,ghcn_ftp,Governador Valadare,277,-18.85,-41.933,,,,,1990-04-25,1990-04-25,1,-
BLM00085289,GHCN,ghcn_ftp,Tte De Av Salvador Ogaya G,134,-18.975,-57.821000000000005,,,,,1958-05-01,2020-02-05,7887,-
BLM00085283,GHCN,ghcn_ftp,Juana Azurduy De Padilla,2904,-19.007,-65.289,,,,,1973-10-25,2016-05-13,9050,-
BR001943002,GHCN,ghcn_ftp,Conceicao Do Mato D,675,-19.033,-43.433,,,,,1990-04-20,1992-06-16,2,-
BR001957002,GHCN,ghcn_ftp,Corumba,141,-19.083,-57.5,,,,,1981-06-01,2006-10-16,2177,-
BR001944016,GHCN,ghcn_ftp,Sete Lagoas,732,-19.467,-44.25,,,,,1992-06-16,1996-08-20,9,-
BR001941020,GHCN,ghcn_ftp,Aimores,83,-19.483,-41.067,,,,,1989-12-09,1995-11-23,7,-
PAM00086011,GHCN,ghcn_ftp,Adrian Jara,150,-19.533,-59.367,,,,,1974-11-06,2013-02-19,3703,-
BLM00085293,GHCN,ghcn_ftp,Capitan Nicolas Rojas,3936,-19.543,-65.72399999999999,,,,,1978-10-30,2020-03-19,5368,-
BR001946002,GHCN,ghcn_ftp,Araxa,1004,-19.567,-46.933,,,,,1989-12-09,2003-06-06,9,-
BRM00083587,GHCN,ghcn_ftp,Tancredo Neves Intl,828,-19.634,-43.968999999999994,,,,,1977-06-13,2006-03-31,1831,-
BR001943012,GHCN,ghcn_ftp,Lagoa Santa Airport,837,-19.65,-43.883,,,,,1974-10-30,1978-02-22,3,-
BRM00083565,GHCN,ghcn_ftp,Paranaiba,331,-19.7,-51.183,,,,,1990-11-27,1996-05-01,3,-
BLM00085312,GHCN,ghcn_ftp,Monteagudo,992,-19.783,-63.917,,,,,1990-10-19,2018-12-14,988,-
BRM00083592,GHCN,ghcn_ftp,Caratinga,609,-19.8,-42.15,,,,,1977-10-24,2003-06-06,259,-
BRM00083566,GHCN,ghcn_ftp,Belo Horizonte (Confins) *,0,-19.833,-43.917,,,,,2002-01-01,2020-03-27,1973,-
BR002045001,GHCN,ghcn_ftp,Bambui,661,-20.0,-45.983000000000004,,,,,1993-11-26,2003-06-06,4,-
BLM00085315,GHCN,ghcn_ftp,Camiri,792,-20.05,-63.567,,,,,1973-10-30,2020-01-28,8572,-
PA000086033,GHCN,ghcn_ftp,Bahia Negra,96,-20.23,-58.167,,,,,1984-05-23,2018-09-14,1787,-
BRM00083648,GHCN,ghcn_ftp,Vitoria,36,-20.317,-40.333,,,,,1977-10-26,1989-12-07,421,-
BR00B6-0360,GHCN,ghcn_ftp,Votuporanga,503,-20.417,-49.983000000000004,,,,,1990-06-01,1995-11-23,2,-
BRM00083611,GHCN,ghcn_ftp,Campo Grande,530,-20.45,-54.617,,,,,1978-02-24,1996-09-04,293,-
CIM00085418,GHCN,ghcn_ftp,Diego Aracena Intl,47,-20.535,-70.181,,,,,1973-01-21,2020-03-29,9088,-
BR002047016,GHCN,ghcn_ftp,Franca,1026,-20.55,-47.433,,,,,1973-05-27,1999-02-13,409,-
BRM00083618,GHCN,ghcn_ftp,Tres Lagoas,313,-20.783,-51.7,,,,,1977-08-09,1995-11-23,232,-
BR00C5-0040,GHCN,ghcn_ftp,Catanduva,536,-21.133000000000003,-48.967,,,,,1989-11-19,1996-09-04,8,-
BR002141004,GHCN,ghcn_ftp,Itaperuna,123,-21.2,-41.883,,,,,2004-10-18,2004-10-18,1,-
BR002144014,GHCN,ghcn_ftp,Lavras,919,-21.233,-45.0,,,,,1977-08-09,1996-05-30,177,-
BLM00085345,GHCN,ghcn_ftp,Tcnl Rafael Pabon,398,-21.255,-63.406000000000006,,,,,1980-11-18,2020-03-19,6888,-
BR00C4-0170,GHCN,ghcn_ftp,Sao Simao,617,-21.483,-47.55,,,,,1990-06-01,1996-09-04,3,-
BL000085364,GHCN,ghcn_ftp,Tarija,1854,-21.55,-64.7,,,,,1976-02-29,2020-03-23,9717,-
BR002145002,GHCN,ghcn_ftp,Machado,873,-21.666999999999998,-45.917,,,,,1990-11-18,1996-05-30,8,-
BRM00083698,GHCN,ghcn_ftp,Bartolomeu Lisandro,17,-21.698,-41.302,,,,,1973-01-07,2020-02-16,2585,-
BR002143012,GHCN,ghcn_ftp,Juiz De Fora,911,-21.767,-43.35,,,,,1977-10-24,2016-11-10,2085,-
BL000085365,GHCN,ghcn_ftp,Yacuiba,-1000,-21.95,-63.65,,,,,1974-04-04,2020-03-23,9815,-
BR00C4-0630,GHCN,ghcn_ftp,Pirassununga,600,-21.983,-47.333,,,,,1973-07-24,2002-06-11,2088,-
PA000086068,GHCN,ghcn_ftp,Mariscal Estigarrib,172,-22.017,-60.6,,,,,1975-11-22,2020-02-09,4412,-
BR002241001,GHCN,ghcn_ftp,Sao Tome,4,-22.05,-41.05,,,,,1981-07-17,1993-05-16,29,-
BR002245081,GHCN,ghcn_ftp,Sao Lourenco,900,-22.1,-45.016999999999996,,,,,1990-07-25,1996-03-12,4,-
AR000087007,GHCN,ghcn_ftp,La Quiaca Observato,3479,-22.1,-65.6,,,,,1956-04-01,2020-03-29,19804,-
BR00D8-0390,GHCN,ghcn_ftp,Presidente Prudente,450,-22.116999999999997,-51.383,,,,,1973-04-19,2005-10-09,1251,-
PA000086086,GHCN,ghcn_ftp,Puerto Casado,87,-22.283,-57.933,,,,,1975-05-24,2020-03-22,3772,-
BR00D6-0010,GHCN,ghcn_ftp,Bauru,617,-22.316999999999997,-49.117,,,,,1973-01-09,2002-06-11,2306,-
BRM00083704,GHCN,ghcn_ftp,Ivinhema,369,-22.316999999999997,-53.933,,,,,1995-03-02,1996-09-04,2,-
BR002244032,GHCN,ghcn_ftp,Resende,440,-22.483,-44.467,,,,,1977-11-15,1988-10-12,227,-
BRM00083702,GHCN,ghcn_ftp,Ponta Pora,650,-22.533,-55.7,,,,,1978-06-12,1990-12-24,208,-
PAM00086065,GHCN,ghcn_ftp,Pelayo Prat Gill,220,-22.55,-61.55,,,,,1974-11-08,2014-06-18,2795,-
PAM00086097,GHCN,ghcn_ftp,Pedro Juan Caballero,652,-22.6,-55.833,,,,,1978-05-24,2020-03-25,4176,-
ARM00087022,GHCN,ghcn_ftp,General Enrique Mosconi Tarta,449,-22.62,-63.794,,,,,1977-10-04,2020-03-26,4035,-
BLM00085394,GHCN,ghcn_ftp,Bermejo,381,-22.767,-64.317,,,,,1986-07-16,2019-10-04,889,-
BR002245032,GHCN,ghcn_ftp,Guaratingueta,537,-22.783,-45.2,,,,,1979-03-17,1997-08-24,60,-
BRM00083746,GHCN,ghcn_ftp,Galeao Antonio Carlos Jobim,9,-22.809,-43.244,,,,,1973-04-19,2020-03-26,1610,-
BRW00052401,GHCN,ghcn_ftp,Santa Cruz,3,-22.9167,-43.7833,,,,,1945-05-01,1945-08-27,117,-
BR000083743,GHCN,ghcn_ftp,Rio De Janeiro,5,-22.916999999999998,-43.167,,,,,1973-01-09,1988-10-31,1210,-
BR00E4-1230,GHCN,ghcn_ftp,Campinas (Aeroporto,661,-23.0,-47.133,,,,,1973-01-08,2002-06-11,2457,-
BR00E2-0220,GHCN,ghcn_ftp,Taubate,577,-23.017,-45.567,,,,,1996-09-04,1996-09-04,1,-
BR00E5-0140,GHCN,ghcn_ftp,Avare,793,-23.1,-48.917,,,,,2000-08-28,2000-08-28,1,-
ARM00087016,GHCN,ghcn_ftp,Oran,356,-23.153000000000002,-64.329,,,,,1961-07-25,2020-03-29,4973,-
BR002351003,GHCN,ghcn_ftp,Londrina (Aeroporto,569,-23.333000000000002,-51.133,,,,,1973-04-19,2002-06-11,2734,-
BRM00083766,GHCN,ghcn_ftp,Londrina,566,-23.383000000000003,-51.183,,,,,1977-08-09,1996-04-20,266,-
PA000086134,GHCN,ghcn_ftp,Concepcion,74,-23.43,-57.417,,,,,1973-12-14,2020-01-29,6081,-
BR00E3-1520,GHCN,ghcn_ftp,Sao Paulo/Cumbica,4,-23.433000000000003,-46.467,,,,,1978-08-12,1982-07-05,3,-
CI000085442,GHCN,ghcn_ftp,Antofagasta,140,-23.433000000000003,-70.45,,,,,1948-02-29,2020-03-29,12767,-
BR00E3-0070,GHCN,ghcn_ftp,Sao Paulo,792,-23.5,-46.617,,,,,1973-02-19,1996-09-04,249,-
PAM00086128,GHCN,ghcn_ftp,Pozo Colorado,99,-23.5,-58.783,,,,,2001-09-01,2019-11-27,2297,-
BR00E3-0520,GHCN,ghcn_ftp,Sao Paulo (Aeroport,802,-23.616999999999997,-46.65,,,,,1973-04-19,2020-03-29,3794,-
PAM00086210,GHCN,ghcn_ftp,Saltos Del Guaira,265,-24.033,-54.35,,,,,1983-01-16,2020-03-25,3738,-
BR002452048,GHCN,ghcn_ftp,Campo Mourao,616,-24.05,-52.367,,,,,1991-11-07,1997-11-05,4,-
PAM00086185,GHCN,ghcn_ftp,San Pedro,80,-24.066999999999997,-57.083,,,,,2001-09-16,2020-02-09,2253,-
BR002454001,GHCN,ghcn_ftp,Guaira,230,-24.083000000000002,-54.25,,,,,1986-12-24,1991-11-07,4,-
AR000087065,GHCN,ghcn_ftp,Rivadavia,205,-24.166999999999998,-62.9,,,,,1956-04-01,2019-12-31,15074,-
ARM00087046,GHCN,ghcn_ftp,Jujuy,920,-24.393,-65.098,,,,,1973-06-19,2020-03-29,6036,-
PAM00086192,GHCN,ghcn_ftp,San Estanislao,192,-24.666999999999998,-56.433,,,,,1976-03-12,2020-03-22,3533,-
AR000087078,GHCN,ghcn_ftp,Las Lomitas,130,-24.7,-60.583,,,,,1956-04-01,2020-03-27,17412,-
PAM00086170,GHCN,ghcn_ftp,Gral. Bruguez,86,-24.75,-58.833,,,,,2001-09-20,2020-02-09,2211,-
BR002450000,GHCN,ghcn_ftp,Castro,1009,-24.783,-50.0,,,,,1992-06-26,1992-06-26,1,-
AR000870470,GHCN,ghcn_ftp,Salta Aero,1246,-24.85,-65.483,,,,,1956-02-01,2020-03-29,19443,-
PAM00086218,GHCN,ghcn_ftp,Silvio Pettirossi Intl,89,-25.24,-57.519,,,,,1973-01-06,2020-02-09,5634,-
BR002549075,GHCN,ghcn_ftp,Curitiba,932,-25.416999999999998,-49.266999999999996,,,,,1973-02-06,2002-06-11,1034,-
PAM00086246,GHCN,ghcn_ftp,Aeropuerto Int. Guarani,236,-25.45,-54.833,,,,,2001-09-16,2013-11-03,2117,-
BRM00083836,GHCN,ghcn_ftp,Irati,837,-25.467,-50.633,,,,,1978-04-24,1990-08-29,234,-
PAM00086234,GHCN,ghcn_ftp,Coronel Oviedo,163,-25.467,-56.4,,,,,2002-04-07,2020-02-09,1595,-
BR002548005,GHCN,ghcn_ftp,Paranagua,5,-25.517,-48.516999999999996,,,,,1973-02-04,2020-03-27,786,-
PA000086248,GHCN,ghcn_ftp,Ciudad Del Este,196,-25.533,-54.6,,,,,1973-01-10,2007-04-19,1304,-
BRM00083827,GHCN,ghcn_ftp,Cataratas Intl,240,-25.596,-54.486999999999995,,,,,1973-01-06,2020-03-28,4223,-
PAM00086221,GHCN,ghcn_ftp,Paraguari,116,-25.633000000000003,-57.133,,,,,2008-07-22,2020-03-28,2127,-
BR002554002,GHCN,ghcn_ftp,Iguazu Aero,279,-25.733,-54.467,,,,,1962-07-10,2020-03-28,6741,-
PAM00086233,GHCN,ghcn_ftp,Villarrica,161,-25.767,-56.433,,,,,1973-01-06,2020-02-09,6100,-
PAM00086268,GHCN,ghcn_ftp,Caazapa,140,-26.183000000000003,-56.367,,,,,2000-04-13,2020-01-29,2482,-
ARM00087162,GHCN,ghcn_ftp,Formosa,59,-26.213,-58.228,,,,,1974-05-23,2020-03-27,5923,-
PAM00086260,GHCN,ghcn_ftp,San Juan Bautista,126,-26.666999999999998,-57.15,,,,,1973-01-14,2020-03-25,4908,-
ARM00087148,GHCN,ghcn_ftp,Presidencia Roque Saenz Pena,93,-26.733,-60.483000000000004,,,,,2001-09-20,2020-03-27,2920,-
ARM00087121,GHCN,ghcn_ftp,Teniente Benjamin Matienzo,456,-26.840999999999998,-65.105,,,,,1981-11-28,2020-03-28,5256,-
PAM00086255,GHCN,ghcn_ftp,Pilar,56,-26.85,-58.317,,,,,1973-04-26,2020-03-25,3532,-
BR002649005,GHCN,ghcn_ftp,Indaial,68,-26.9,-49.217,,,,,1993-01-04,1997-04-08,2,-
PAM00086285,GHCN,ghcn_ftp,Capitan Meza,248,-26.933000000000003,-55.2,,,,,2000-04-12,2020-03-25,2719,-
BR002752004,GHCN,ghcn_ftp,Chapeco,679,-27.116999999999997,-52.617,,,,,1993-01-04,1997-12-30,5,-
CI000085469,GHCN,ghcn_ftp,Isla De Pascua,69,-27.166999999999998,-109.43299999999999,,,,,1965-05-03,2020-03-29,7983,-
BRM00083881,GHCN,ghcn_ftp,Irai,247,-27.183000000000003,-53.233000000000004,,,,,1977-10-24,2004-04-23,227,-
CIM00085470,GHCN,ghcn_ftp,Chamonate,298,-27.296,-70.414,,,,,1964-07-20,2005-01-29,5848,-
PA000086297,GHCN,ghcn_ftp,Encarnacion,91,-27.3,-55.9,,,,,1973-01-14,2020-03-25,6049,-
ARM00087178,GHCN,ghcn_ftp,Posadas,131,-27.386,-55.971000000000004,,,,,1960-01-02,2020-03-28,7130,-
ARM00087166,GHCN,ghcn_ftp,Corrientes,62,-27.445999999999998,-58.762,,,,,1974-03-14,2020-03-25,5297,-
AR000087155,GHCN,ghcn_ftp,Resistencia Aero,53,-27.45,-59.05,,,,,1960-01-02,2020-03-27,16826,-
BRM00083897,GHCN,ghcn_ftp,Florianopolis,2,-27.583000000000002,-48.567,,,,,1977-08-09,1997-04-08,297,-
AR000087129,GHCN,ghcn_ftp,Santiago Del Estero,200,-27.767,-64.3,,,,,1956-02-01,2020-03-26,20056,-
BR002849003,GHCN,ghcn_ftp,S. Joaquim,1402,-28.283,-49.917,,,,,1993-01-04,1997-04-08,3,-
ARM00087222,GHCN,ghcn_ftp,Catamarca,464,-28.596,-65.752,,,,,1974-04-29,2020-03-28,6535,-
